-69.4207188914 74.9961996159 77.1860439747 343.230972782 3.94701559065
4.03865579731 74.5567373952 97.4419799491 186.425156649 9.04326221116
6.34828511193 85.7657803957 117.877405041 40.0959902916 8.86419847717
-87.827490521 40.2017617848 129.124176518 267.308282445 6.83808320304
-97.828554688 54.3970206545 148.95608465 190.747414437 1.03864752936
-64.882925685 69.8177699453 122.479082665 229.007029087 8.65496010702
1.01530989848 46.276470156 153.465660558 248.685724694 4.97911999413
-86.4461966705 48.590427197 114.039572699 265.984636781 2.44634585946
-66.6405149633 39.3722475101 143.848436048 22.1147889147 1.0433565953
-99.8292413106 41.3137162617 114.409634414 291.833392038 9.41215916872
15.4475661506 61.5280730051 150.235869175 315.623433351 9.9496204936
14.2655344193 23.5484359892 107.595207509 141.23284433 4.91214712604
-51.0684655672 105.851861212 125.659330916 41.8763030221 7.09622361842
-72.7558094699 46.608950863 72.0794262517 32.0945467633 8.41617413908
-89.5335291852 4.50198404505 98.1216685293 259.368810721 7.64978942743
-88.6967582184 40.6430363223 103.396563392 183.090091914 8.79379494536
-1.91202737201 56.5656781487 101.823894185 55.6061103668 7.38937360583
-32.0195008231 62.7250056551 148.618272653 204.605770966 7.01244899061
13.3971320874 60.2255481583 134.382119507 35.9362062124 7.80913669709
-69.8627372456 25.0660830831 152.244034375 239.605596535 4.20793369311
-44.1849567219 51.5642568559 19.9697558805 226.296264314 4.16621826566
-54.4076411115 25.7745121101 55.0264429571 277.546634328 0.0952811753106
23.5462277673 28.3466491384 44.9863185608 279.260780443 3.46318884041
-58.0466813731 18.0354434662 18.7506372539 335.572868575 1.53260223727
-80.4406688067 91.7681910666 137.890808618 90.4203967455 9.26596472279
