18.1432316112 32.1987147913 140.40872204 312.917414384 5.38233648483
-74.8262713869 48.3168144596 101.254400729 34.3266249248 5.20719179856
28.1544279416 18.4319996139 112.193615757 111.672862974 0.634605826777
-72.2356372535 92.7580016196 33.666981945 97.2133739618 0.874489752443
-33.4909269991 76.2849535079 52.4398693328 266.548326413 6.32106719679
-69.9590667558 3.11629845286 127.089506549 189.108133082 5.68305239602
-69.6320835471 91.5826646693 77.6691103536 82.2696447929 5.94972023232
-87.1644103711 84.059632937 38.1167022487 220.876969992 0.956066594079
-87.2977352978 46.7500804991 155.827203919 205.368531497 7.24216192875
0.909278052845 39.7288147989 101.717427531 276.561995602 6.21181385413
-22.4681696273 51.3791862191 49.4353722398 291.858473014 2.00406002613
17.6016052017 49.9781730115 98.7802225486 61.823367621 8.39455407887
-30.1160494944 23.6602442401 66.9199717699 11.2101859158 3.5974078697
-46.5906487551 56.9181672632 128.755077498 297.70139148 4.70426806386
-58.7457857052 63.9983223447 109.301514911 354.952564054 4.35267460606
-88.5121265474 36.5501619462 39.0834509831 263.496893441 4.50813920255
-73.8464285984 30.3896671837 119.478110835 344.550279305 3.94234766458
39.3178994327 38.2901906354 44.0042958853 173.031341148 4.78719553393
